species siteclass vol0 vol1 age0 age1
OB SE33 10 11 9 1
OB SE33 1 3 1 2
OB SE33 11 12 10 11
OB SE33 12 13 11 12
OB SE33 14 15 15 16
OB SE33 14 14 13 14
OB SE33 14 14 14 15
OB SE33 14 15 15 16
OB SE33 15 15 16 16
OB SE33 3 4 2 3
OB SE33 4 5 3 4
OB SE33 4 5 3 4
OB SE33 5 7 4 5
OB SE33 7 8 5 6
OB SE33 8 9 6 7
OB SE33 9 10 7 8
OB SE33 10 10 8 9
OB SE33 13 14 12 13
OB SE33 11 12 10 11
OB SE33 12 13 11 12
OB SE33 13 14 12 13
OB SE33 14 14 13 14
OB SE33 14 14 14 15
OB SE33 14 15 15 16
OB SE33 15 15 16 16
OB SE33 3 4 2 3
OB SE33 4 5 3 4
OB SE33 5 7 4 5
OB SE33 7 8 5 6
OB SE33 8 9 6 7
OB SE33 9 10 7 8
OB SE33 10 10 8 9
OB SE33 10 11 9 1
OB SE33 1 3 1 2
OB SE33 11 12 10 11
OB SE33 12 13 11 12
OB SE33 13 14 12 13
OB SE33 14 14 13 14
OB SE33 14 14 14 15
OB SE33 14 15 15 16
OB SE33 15 15 16 16
OB SE33 3 4 2 3
OB SE33 4 5 3 4
OB SE33 1 3 1 2
OB SE33 11 12 10 11
OB SE33 12 13 11 12
OB SE33 13 14 12 13
OB SE33 14 14 13 14
OB SE33 14 14 14 15
OB SE33 14 15 15 16
OB SE33 15 15 16 16
OB SE33 5 7 4 5
OB SE33 7 8 5 6
OB SE33 8 9 6 7
OB SE33 9 10 7 8
OB SE33 10 10 8 9
OB SE33 10 11 9 1
OB SE33 1 3 1 2
OB SE33 10 11 9 1
OB SE33 1 3 1 2
OB SE33 11 12 10 11
OB SE33 12 13 11 12
OB SE33 13 14 12 13
OB SE33 14 14 13 14
OB SE33 14 14 14 15
OB SE33 14 15 15 16
OB SE33 15 15 16 16
OB SE33 3 4 2 3
OB SE33 4 5 3 4
OB SE33 5 7 4 5
OB SE33 7 8 5 6
OB SE33 8 9 6 7
OB SE33 9 10 7 8
OB SE33 10 10 8 9
OB SE33 10 11 9 1
OB SE33 1 3 1 2
OB SE33 11 12 10 11
OB SE33 12 13 11 12
OB SE33 13 14 12 13
OB SE33 14 14 13 14
OB SE33 14 14 14 15
OB SE33 14 15 15 16
OB SE33 15 15 16 16
OB SE33 3 4 2 3
OB SE33 4 5 3 4
OB SE33 5 7 4 5
OB SE33 7 8 5 6
OB SE33 8 9 6 7
OB SE33 9 10 7 8
OB SE33 10 10 8 9
OB SE33 10 11 9 1
OB SE33 9 10 7 8
OB SE33 1 3 1 2
OB SE33 11 12 10 11
OB SE33 12 13 11 12
OB SE33 13 14 12 13
OB SE33 14 14 13 14
OB SE33 14 14 14 15
OB SE33 15 15 16 16
OB SE33 3 4 2 3
OB SE33 4 5 3 4
OB SE33 5 7 4 5
OB SE33 7 8 5 6
OB SE33 8 9 6 7
OB SE33 11 12 10 11
OB SE33 10 10 8 9
OB SE33 10 11 9 1
OB SE33 1 3 1 2
OB SE33 14 15 15 16
PA SE11 14 15 15 16
PA SE11 1 3 1 2
PA SE11 11 12 10 11
PA SE11 12 13 11 12
PA SE11 13 14 12 13
PA SE11 14 14 13 14
PA SE11 14 14 14 15
PA SE11 12 13 11 12
PA SE11 13 14 12 13
PA SE11 15 15 16 16
PA SE11 3 4 2 3
PA SE11 4 5 3 4
PA SE11 5 7 4 5
PA SE11 7 8 5 6
PA SE11 8 9 6 7
PA SE11 9 10 7 8
PA SE11 10 10 8 9
PA SE11 10 11 9 1
PA SE11 1 3 1 2
PA SE11 11 12 10 11
PA SE11 10 11 9 1
PA SE11 15 15 16 16
PA SE11 14 14 13 14
PA SE11 14 14 14 15
PA SE11 14 15 15 16
PA SE11 7 8 5 6
PA SE11 3 4 2 3
PA SE11 4 5 3 4
PA SE11 5 7 4 5
PA SE11 8 9 6 7
PA SE11 9 10 7 8
PA SE11 10 10 8 9
PA SE12 4 5 3 4
PA SE12 8 9 6 7
PA SE12 3 4 2 3
PA SE12 5 7 4 5
PA SE12 5 7 4 5
PA SE12 7 8 5 6
PA SE12 4 5 3 4
PA SE12 10 10 8 9
PA SE12 10 11 9 1
PA SE12 1 3 1 2
PA SE12 15 15 16 16
PA SE12 12 13 11 12
PA SE12 13 14 12 13
PA SE12 14 14 13 14
PA SE12 14 14 14 15
PA SE12 14 15 15 16
PA SE12 15 15 16 16
PA SE12 3 4 2 3
PA SE12 4 5 3 4
PA SE12 5 7 4 5
PA SE12 7 8 5 6
PA SE12 8 9 6 7
PA SE12 9 10 7 8
PA SE12 11 12 10 11
PA SE12 10 11 9 1
PA SE12 14 14 14 15
PA SE12 14 15 15 16
PA SE12 15 15 16 16
PA SE12 3 4 2 3
PA SE12 1 3 1 2
PA SE12 9 10 7 8
PA SE12 10 10 8 9
PA SE12 10 11 9 1
PA SE12 1 3 1 2
PA SE12 11 12 10 11
PA SE12 12 13 11 12
PA SE12 10 10 8 9
PA SE12 14 14 13 14
PA SE12 4 5 3 4
PA SE12 5 7 4 5
PA SE12 7 8 5 6
PA SE12 8 9 6 7
PA SE12 9 10 7 8
PA SE12 11 12 10 11
PA SE12 7 8 5 6
PA SE12 8 9 6 7
PA SE12 9 10 7 8
PA SE12 14 14 14 15
PA SE12 14 15 15 16
PA SE12 15 15 16 16
PA SE12 3 4 2 3
PA SE12 14 15 15 16
PA SE12 10 10 8 9
PA SE12 10 11 9 1
PA SE12 1 3 1 2
PA SE12 11 12 10 11
PA SE12 12 13 11 12
PA SE12 13 14 12 13
PA SE12 14 14 13 14
PA SE12 14 14 14 15
PA SE12 12 13 11 12
PA SE12 13 14 12 13
PA SE12 14 14 13 14
PA SE12 13 14 12 13
PA SE21 3 4 2 3
PA SE21 4 5 3 4
PA SE21 7 8 5 6
PA SE21 14 15 15 16
PA SE21 9 10 7 8
PA SE21 10 10 8 9
PA SE21 10 11 9 1
PA SE21 8 9 6 7
PA SE21 15 15 16 16
PA SE21 12 13 11 12
PA SE21 13 14 12 13
PA SE21 14 14 13 14
PA SE21 14 14 14 15
PA SE21 15 15 16 16
PA SE21 15 15 16 16
PA SE21 3 4 2 3
PA SE21 4 5 3 4
PA SE21 5 7 4 5
PA SE21 7 8 5 6
PA SE21 8 9 6 7
PA SE21 9 10 7 8
PA SE21 10 10 8 9
PA SE21 10 11 9 1
PA SE21 1 3 1 2
PA SE21 11 12 10 11
PA SE21 5 7 4 5
PA SE21 7 8 5 6
PA SE21 8 9 6 7
PA SE21 9 10 7 8
PA SE21 10 10 8 9
PA SE21 10 11 9 1
PA SE21 1 3 1 2
PA SE21 11 12 10 11
PA SE21 12 13 11 12
PA SE21 13 14 12 13
PA SE21 14 14 13 14
PA SE21 14 14 14 15
PA SE21 14 15 15 16
PA SE21 15 15 16 16
PA SE21 3 4 2 3
PA SE21 4 5 3 4
PA SE21 5 7 4 5
PA SE21 1 3 1 2
PA SE21 11 12 10 11
PA SE21 12 13 11 12
PA SE21 13 14 12 13
PA SE21 14 14 13 14
PA SE21 1 3 1 2
PA SE21 11 12 10 11
PA SE21 12 13 11 12
PA SE21 13 14 12 13
PA SE21 14 14 13 14
PA SE21 14 14 14 15
PA SE21 14 15 15 16
PA SE21 3 4 2 3
PA SE21 4 5 3 4
PA SE21 5 7 4 5
PA SE21 7 8 5 6
PA SE21 8 9 6 7
PA SE21 9 10 7 8
PA SE21 10 10 8 9
PA SE21 10 11 9 1
PA SE21 14 14 14 15
PA SE21 14 15 15 16
PA SE21 15 15 16 16
PA SE21 3 4 2 3
PA SE21 4 5 3 4
PA SE21 5 7 4 5
PA SE21 8 9 6 7
PA SE21 9 10 7 8
PA SE21 10 10 8 9
PA SE21 10 11 9 1
PA SE21 1 3 1 2
PA SE21 11 12 10 11
PA SE21 12 13 11 12
PA SE21 14 14 14 15
PA SE21 14 15 15 16
PA SE21 14 14 13 14
PA SE21 7 8 5 6
PA SE21 13 14 12 13
PA SE22 12 13 11 12
PA SE22 11 12 10 11
PA SE22 14 15 15 16
PA SE22 13 14 12 13
PA SE22 14 14 13 14
PA SE22 4 5 3 4
PA SE22 5 7 4 5
PA SE22 15 15 16 16
PA SE22 3 4 2 3
PA SE22 1 3 1 2
PA SE22 7 8 5 6
PA SE22 8 9 6 7
PA SE22 9 10 7 8
PA SE22 10 10 8 9
PA SE22 14 14 14 15
PA SE22 12 13 11 12
PA SE22 13 14 12 13
PA SE22 14 14 13 14
PA SE22 14 14 14 15
PA SE22 14 15 15 16
PA SE22 15 15 16 16
PA SE22 7 8 5 6
PA SE22 8 9 6 7
PA SE22 9 10 7 8
PA SE22 10 10 8 9
PA SE22 10 11 9 1
PA SE22 1 3 1 2
PA SE22 10 11 9 1
PA SE22 11 12 10 11
PA SE22 3 4 2 3
PA SE22 4 5 3 4
PA SE22 5 7 4 5
PA SE23 4 5 3 4
PA SE23 5 7 4 5
PA SE23 7 8 5 6
PA SE23 8 9 6 7
PA SE23 9 10 7 8
PA SE23 10 10 8 9
PA SE23 10 11 9 1
PA SE23 1 3 1 2
PA SE23 5 7 4 5
PA SE23 7 8 5 6
PA SE23 8 9 6 7
PA SE23 9 10 7 8
PA SE23 10 10 8 9
PA SE23 10 11 9 1
PA SE23 1 3 1 2
PA SE23 11 12 10 11
PA SE23 12 13 11 12
PA SE23 13 14 12 13
PA SE23 14 14 13 14
PA SE23 14 14 14 15
PA SE23 14 15 15 16
PA SE23 15 15 16 16
PA SE23 3 4 2 3
PA SE23 1 3 1 2
PA SE23 11 12 10 11
PA SE23 12 13 11 12
PA SE23 13 14 12 13
PA SE23 14 14 13 14
PA SE23 14 14 14 15
PA SE23 14 15 15 16
PA SE23 15 15 16 16
PA SE23 11 12 10 11
PA SE23 12 13 11 12
PA SE23 13 14 12 13
PA SE23 14 14 13 14
PA SE23 14 14 14 15
PA SE23 14 15 15 16
PA SE23 15 15 16 16
PA SE23 3 4 2 3
PA SE23 4 5 3 4
PA SE23 5 7 4 5
PA SE23 7 8 5 6
PA SE23 8 9 6 7
PA SE23 9 10 7 8
PA SE23 10 10 8 9
PA SE23 10 11 9 1
PA SE23 1 3 1 2
PA SE23 11 12 10 11
PA SE23 12 13 11 12
PA SE23 13 14 12 13
PA SE23 14 14 13 14
PA SE23 14 14 14 15
PA SE23 14 15 15 16
PA SE23 15 15 16 16
PA SE23 3 4 2 3
PA SE23 4 5 3 4
PA SE23 5 7 4 5
PA SE23 7 8 5 6
PA SE23 8 9 6 7
PA SE23 9 10 7 8
PA SE23 10 10 8 9
PA SE23 10 11 9 1
PA SE23 7 8 5 6
PA SE23 8 9 6 7
PA SE23 9 10 7 8
PA SE23 10 11 9 1
PA SE23 1 3 1 2
PA SE23 11 12 10 11
PA SE23 12 13 11 12
PA SE23 13 14 12 13
PA SE23 14 14 13 14
PA SE23 14 14 14 15
PA SE23 3 4 2 3
PA SE23 4 5 3 4
PA SE23 5 7 4 5
PA SE23 4 5 3 4
PA SE23 14 15 15 16
PA SE23 15 15 16 16
PA SE23 10 10 8 9
PA SE23 3 4 2 3
PA SE31 11 12 10 11
PA SE31 12 13 11 12
PA SE31 13 14 12 13
PA SE31 1 3 1 2
PA SE31 14 15 15 16
PA SE31 15 15 16 16
PA SE31 3 4 2 3
PA SE31 14 14 13 14
PA SE31 5 7 4 5
PA SE31 7 8 5 6
PA SE31 8 9 6 7
PA SE31 9 10 7 8
PA SE31 10 10 8 9
PA SE31 10 11 9 1
PA SE31 1 3 1 2
PA SE31 11 12 10 11
PA SE31 12 13 11 12
PA SE31 13 14 12 13
PA SE31 14 14 13 14
PA SE31 14 14 14 15
PA SE31 4 5 3 4
PA SE31 15 15 16 16
PA SE31 3 4 2 3
PA SE31 4 5 3 4
PA SE31 5 7 4 5
PA SE31 7 8 5 6
PA SE31 8 9 6 7
PA SE31 14 14 14 15
PA SE31 14 15 15 16
PA SE31 15 15 16 16
PA SE31 3 4 2 3
PA SE31 4 5 3 4
PA SE31 5 7 4 5
PA SE31 14 15 15 16
PA SE31 8 9 6 7
PA SE31 9 10 7 8
PA SE31 10 10 8 9
PA SE31 10 11 9 1
PA SE31 1 3 1 2
PA SE31 11 12 10 11
PA SE31 12 13 11 12
PA SE31 13 14 12 13
PA SE31 14 14 13 14
PA SE31 14 14 14 15
PA SE31 9 10 7 8
PA SE31 10 10 8 9
PA SE31 10 11 9 1
PA SE31 7 8 5 6
PA SE31 13 14 12 13
PA SE31 14 14 13 14
PA SE31 14 14 14 15
PA SE31 14 15 15 16
PA SE31 15 15 16 16
PA SE31 3 4 2 3
PA SE31 9 10 7 8
PA SE31 10 10 8 9
PA SE31 10 11 9 1
PA SE31 1 3 1 2
PA SE31 11 12 10 11
PA SE31 12 13 11 12
PA SE31 5 7 4 5
PA SE31 7 8 5 6
PA SE31 8 9 6 7
PA SE31 4 5 3 4
PA SE32 8 9 4 5
PA SE32 13 14 8 9
PA SE32 9 11 5 6
PA SE32 11 12 6 7
PA SE32 12 13 7 8
PA SE32 15 16 11 12
PA SE32 16 16 12 13
PA SE32 16 16 13 14
PA SE32 16 16 14 15
PA SE32 16 16 15 16
PA SE32 16 16 16 16
PA SE32 4 6 2 3
PA SE32 6 8 3 4
PA SE32 8 9 4 5
PA SE32 9 11 5 6
PA SE32 14 15 9 1
PA SE32 2 4 1 2
PA SE32 15 15 10 11
PA SE32 16 16 13 14
PA SE32 16 16 14 15
PA SE32 16 16 15 16
PA SE32 16 16 16 16
PA SE32 4 6 2 3
PA SE32 6 8 3 4
PA SE32 15 16 11 12
PA SE32 16 16 12 13
PA SE32 16 16 13 14
PA SE32 16 16 14 15
PA SE32 16 16 15 16
PA SE32 16 16 16 16
PA SE32 4 6 2 3
PA SE32 6 8 3 4
PA SE32 8 9 4 5
PA SE32 9 11 5 6
PA SE32 11 12 6 7
PA SE32 12 13 7 8
PA SE32 13 14 8 9
PA SE32 14 15 9 1
PA SE32 13 14 8 9
PA SE32 14 15 9 1
PA SE32 2 4 1 2
PA SE32 15 15 10 11
PA SE32 11 12 6 7
PA SE32 12 13 7 8
PA SE32 13 14 8 9
PA SE32 14 15 9 1
PA SE32 2 4 1 2
PA SE32 15 15 10 11
PA SE32 15 16 11 12
PA SE32 16 16 12 13
PA SE32 16 16 13 14
PA SE32 16 16 14 15
PA SE32 16 16 15 16
PA SE32 16 16 16 16
PA SE32 4 6 2 3
PA SE32 6 8 3 4
PA SE32 8 9 4 5
PA SE32 9 11 5 6
PA SE32 11 12 6 7
PA SE32 12 13 7 8
PA SE32 13 14 8 9
PA SE32 14 15 9 1
PA SE32 2 4 1 2
PA SE32 15 15 10 11
PA SE32 2 4 1 2
PA SE32 15 15 10 11
PA SE32 15 16 11 12
PA SE32 16 16 12 13
PA SE32 16 16 13 14
PA SE32 16 16 14 15
PA SE32 16 16 15 16
PA SE32 16 16 16 16
PA SE32 4 6 2 3
PA SE32 6 8 3 4
PA SE32 8 9 4 5
PA SE32 9 11 5 6
PA SE32 11 12 6 7
PA SE32 12 13 7 8
PA SE32 9 11 5 6
PA SE32 11 12 6 7
PA SE32 12 13 7 8
PA SE32 13 14 8 9
PA SE32 14 15 9 1
PA SE32 15 16 11 12
PA SE32 16 16 12 13
PA SE32 16 16 13 14
PA SE32 16 16 14 15
PA SE32 16 16 15 16
PA SE32 16 16 16 16
PA SE32 6 8 3 4
PA SE32 8 9 4 5
PA SE32 16 16 12 13
PA SE32 2 4 1 2
PA SE32 15 15 10 11
PA SE32 15 16 11 12
PA SE32 4 6 2 3
PA SE33 7 8 4 5
PA SE33 8 10 5 6
PA SE33 10 11 6 7
PA SE33 3 4 1 2
PA SE33 12 13 8 9
PA SE33 13 14 9 1
PA SE33 3 4 1 2
PA SE33 14 14 10 11
PA SE33 14 15 11 12
PA SE33 15 15 12 13
PA SE33 15 16 13 14
PA SE33 16 16 14 15
PA SE33 16 16 15 16
PA SE33 16 16 16 16
PA SE33 4 5 2 3
PA SE33 5 7 3 4
PA SE33 11 12 7 8
PA SE33 8 10 5 6
PA SE33 10 11 6 7
PA SE33 11 12 7 8
PA SE33 12 13 8 9
PA SE33 13 14 9 1
PA SE33 16 16 16 16
PA SE33 14 14 10 11
PA SE33 14 15 11 12
PA SE33 15 15 12 13
PA SE33 15 16 13 14
PA SE33 16 16 14 15
PA SE33 16 16 15 16
PA SE33 7 8 4 5
PA SE33 16 16 16 16
PA SE33 4 5 2 3
PA SE33 5 7 3 4
PA SE33 7 8 4 5
PA SE33 8 10 5 6
PA SE33 10 11 6 7
PA SE33 11 12 7 8
PA SE33 12 13 8 9
PA SE33 13 14 9 1
PA SE33 3 4 1 2
PA SE33 14 14 10 11
PA SE33 14 15 11 12
PA SE33 15 15 12 13
PA SE33 15 16 13 14
PA SE33 16 16 14 15
PA SE33 16 16 15 16
PA SE33 16 16 16 16
PA SE33 4 5 2 3
PA SE33 5 7 3 4
PA SE33 7 8 4 5
PA SE33 8 10 5 6
PA SE33 10 11 6 7
PA SE33 11 12 7 8
PA SE33 12 13 8 9
PA SE33 13 14 9 1
PA SE33 3 4 1 2
PA SE33 14 14 10 11
PA SE33 14 15 11 12
PA SE33 15 15 12 13
PA SE33 15 16 13 14
PA SE33 16 16 14 15
PA SE33 16 16 15 16
PA SE33 15 16 13 14
PA SE33 16 16 14 15
PA SE33 4 5 2 3
PA SE33 5 7 3 4
PA SE33 7 8 4 5
PA SE33 8 10 5 6
PA SE33 10 11 6 7
PA SE33 11 12 7 8
PA SE33 13 14 9 1
PA SE33 3 4 1 2
PA SE33 14 14 10 11
PA SE33 14 15 11 12
PA SE33 15 15 12 13
PA SE33 4 5 2 3
PA SE33 5 7 3 4
PA SE33 16 16 15 16
PA SE33 16 16 16 16
PA SE33 12 13 8 9
PS SE11 10 11 9 1
PS SE11 10 10 8 9
PS SE11 1 3 1 2
PS SE11 11 12 10 11
PS SE11 12 13 11 12
PS SE11 13 14 12 13
PS SE11 14 14 13 14
PS SE11 14 14 14 15
PS SE11 14 15 15 16
PS SE11 15 15 16 16
PS SE11 3 4 2 3
PS SE11 4 5 3 4
PS SE11 5 7 4 5
PS SE11 7 8 5 6
PS SE11 8 9 6 7
PS SE11 9 10 7 8
PS SE11 8 9 6 7
PS SE11 1 3 1 2
PS SE11 11 12 10 11
PS SE11 12 13 11 12
PS SE11 13 14 12 13
PS SE11 14 14 13 14
PS SE11 14 14 14 15
PS SE11 14 15 15 16
PS SE11 15 15 16 16
PS SE11 3 4 2 3
PS SE11 4 5 3 4
PS SE11 5 7 4 5
PS SE11 7 8 5 6
PS SE11 9 10 7 8
PS SE11 10 10 8 9
PS SE11 10 11 9 1
PS SE12 14 14 13 14
PS SE12 12 13 11 12
PS SE12 13 14 12 13
PS SE12 3 4 2 3
PS SE12 11 12 10 11
PS SE12 14 15 15 16
PS SE12 15 15 16 16
PS SE12 14 15 15 16
PS SE12 1 3 1 2
PS SE12 5 7 4 5
PS SE12 14 14 14 15
PS SE12 5 7 4 5
PS SE12 4 5 3 4
PS SE12 12 13 11 12
PS SE12 7 8 5 6
PS SE12 8 9 6 7
PS SE12 9 10 7 8
PS SE12 10 10 8 9
PS SE12 10 11 9 1
PS SE12 1 3 1 2
PS SE12 11 12 10 11
PS SE12 15 15 16 16
PS SE12 3 4 2 3
PS SE12 4 5 3 4
PS SE12 14 14 14 15
PS SE12 14 15 15 16
PS SE12 5 7 4 5
PS SE12 7 8 5 6
PS SE12 8 9 6 7
PS SE12 9 10 7 8
PS SE12 10 10 8 9
PS SE12 10 11 9 1
PS SE12 9 10 7 8
PS SE12 10 10 8 9
PS SE12 10 11 9 1
PS SE12 1 3 1 2
PS SE12 11 12 10 11
PS SE12 12 13 11 12
PS SE12 13 14 12 13
PS SE12 14 14 13 14
PS SE12 14 14 14 15
PS SE12 13 14 12 13
PS SE12 14 14 13 14
PS SE12 14 14 14 15
PS SE12 14 15 15 16
PS SE12 15 15 16 16
PS SE12 3 4 2 3
PS SE12 4 5 3 4
PS SE12 7 8 5 6
PS SE12 8 9 6 7
PS SE12 9 10 7 8
PS SE12 10 10 8 9
PS SE12 10 11 9 1
PS SE12 1 3 1 2
PS SE12 3 4 2 3
PS SE12 4 5 3 4
PS SE12 5 7 4 5
PS SE12 7 8 5 6
PS SE12 8 9 6 7
PS SE12 14 14 13 14
PS SE12 11 12 10 11
PS SE12 12 13 11 12
PS SE12 13 14 12 13
PS SE12 15 15 16 16
PS SE21 14 14 13 14
PS SE21 12 13 11 12
PS SE21 13 14 12 13
PS SE21 3 4 2 3
PS SE21 14 14 14 15
PS SE21 14 15 15 16
PS SE21 7 8 5 6
PS SE21 8 9 6 7
PS SE21 4 5 3 4
PS SE21 5 7 4 5
PS SE21 10 11 9 1
PS SE21 1 3 1 2
PS SE21 11 12 10 11
PS SE21 12 13 11 12
PS SE21 13 14 12 13
PS SE21 15 15 16 16
PS SE21 14 14 14 15
PS SE21 14 15 15 16
PS SE21 15 15 16 16
PS SE21 3 4 2 3
PS SE21 4 5 3 4
PS SE21 9 10 7 8
PS SE21 10 10 8 9
PS SE21 4 5 3 4
PS SE21 5 7 4 5
PS SE21 7 8 5 6
PS SE21 8 9 6 7
PS SE21 9 10 7 8
PS SE21 14 14 13 14
PS SE21 10 11 9 1
PS SE21 1 3 1 2
PS SE21 11 12 10 11
PS SE21 12 13 11 12
PS SE21 13 14 12 13
PS SE21 14 14 13 14
PS SE21 14 14 14 15
PS SE21 14 15 15 16
PS SE21 15 15 16 16
PS SE21 3 4 2 3
PS SE21 4 5 3 4
PS SE21 5 7 4 5
PS SE21 10 10 8 9
PS SE21 8 9 6 7
PS SE21 9 10 7 8
PS SE21 10 10 8 9
PS SE21 10 11 9 1
PS SE21 1 3 1 2
PS SE21 11 12 10 11
PS SE21 5 7 4 5
PS SE21 7 8 5 6
PS SE21 8 9 6 7
PS SE21 9 10 7 8
PS SE21 10 10 8 9
PS SE21 10 11 9 1
PS SE21 7 8 5 6
PS SE21 11 12 10 11
PS SE21 12 13 11 12
PS SE21 13 14 12 13
PS SE21 14 14 13 14
PS SE21 14 14 14 15
PS SE21 14 15 15 16
PS SE21 15 15 16 16
PS SE21 3 4 2 3
PS SE21 1 3 1 2
PS SE21 11 12 10 11
PS SE21 14 14 14 15
PS SE21 14 15 15 16
PS SE21 15 15 16 16
PS SE21 1 3 1 2
PS SE21 7 8 5 6
PS SE21 3 4 2 3
PS SE21 4 5 3 4
PS SE21 5 7 4 5
PS SE21 14 14 13 14
PS SE21 8 9 6 7
PS SE21 12 13 11 12
PS SE21 13 14 12 13
PS SE21 10 10 8 9
PS SE21 10 11 9 1
PS SE21 9 10 7 8
PS SE22 11 12 10 11
PS SE22 14 14 14 15
PS SE22 12 13 11 12
PS SE22 13 14 12 13
PS SE22 14 14 13 14
PS SE22 4 5 3 4
PS SE22 5 7 4 5
PS SE22 7 8 5 6
PS SE22 8 9 6 7
PS SE22 1 3 1 2
PS SE22 10 10 8 9
PS SE22 10 11 9 1
PS SE22 1 3 1 2
PS SE22 11 12 10 11
PS SE22 12 13 11 12
PS SE22 14 15 15 16
PS SE22 15 15 16 16
PS SE22 3 4 2 3
PS SE22 14 14 14 15
PS SE22 14 15 15 16
PS SE22 15 15 16 16
PS SE22 3 4 2 3
PS SE22 9 10 7 8
PS SE22 4 5 3 4
PS SE22 5 7 4 5
PS SE22 7 8 5 6
PS SE22 8 9 6 7
PS SE22 9 10 7 8
PS SE22 10 10 8 9
PS SE22 13 14 12 13
PS SE22 14 14 13 14
PS SE22 10 11 9 1
PS SE23 11 12 10 11
PS SE23 14 14 14 15
PS SE23 12 13 11 12
PS SE23 13 14 12 13
PS SE23 4 5 3 4
PS SE23 14 15 15 16
PS SE23 15 15 16 16
PS SE23 3 4 2 3
PS SE23 1 3 1 2
PS SE23 12 13 11 12
PS SE23 13 14 12 13
PS SE23 14 14 13 14
PS SE23 14 14 13 14
PS SE23 14 15 15 16
PS SE23 15 15 16 16
PS SE23 3 4 2 3
PS SE23 4 5 3 4
PS SE23 5 7 4 5
PS SE23 7 8 5 6
PS SE23 8 9 6 7
PS SE23 9 10 7 8
PS SE23 10 10 8 9
PS SE23 10 11 9 1
PS SE23 15 15 16 16
PS SE23 3 4 2 3
PS SE23 14 14 14 15
PS SE23 5 7 4 5
PS SE23 7 8 5 6
PS SE23 8 9 6 7
PS SE23 9 10 7 8
PS SE23 10 10 8 9
PS SE23 10 11 9 1
PS SE23 5 7 4 5
PS SE23 7 8 5 6
PS SE23 8 9 6 7
PS SE23 9 10 7 8
PS SE23 10 10 8 9
PS SE23 10 11 9 1
PS SE23 4 5 3 4
PS SE23 15 15 16 16
PS SE23 1 3 1 2
PS SE23 11 12 10 11
PS SE23 12 13 11 12
PS SE23 13 14 12 13
PS SE23 14 14 13 14
PS SE23 14 14 14 15
PS SE23 14 15 15 16
PS SE23 15 15 16 16
PS SE23 3 4 2 3
PS SE23 4 5 3 4
PS SE23 5 7 4 5
PS SE23 7 8 5 6
PS SE23 8 9 6 7
PS SE23 9 10 7 8
PS SE23 10 10 8 9
PS SE23 10 11 9 1
PS SE23 1 3 1 2
PS SE23 11 12 10 11
PS SE23 12 13 11 12
PS SE23 13 14 12 13
PS SE23 14 14 13 14
PS SE23 14 14 14 15
PS SE23 14 15 15 16
PS SE23 12 13 11 12
PS SE23 13 14 12 13
PS SE23 14 14 13 14
PS SE23 14 14 14 15
PS SE23 3 4 2 3
PS SE23 4 5 3 4
PS SE23 5 7 4 5
PS SE23 7 8 5 6
PS SE23 8 9 6 7
PS SE23 9 10 7 8
PS SE23 10 10 8 9
PS SE23 1 3 1 2
PS SE23 11 12 10 11
PS SE23 11 12 10 11
PS SE23 14 15 15 16
PS SE23 10 11 9 1
PS SE23 1 3 1 2
PS SE31 4 5 3 4
PS SE31 5 7 4 5
PS SE31 7 8 5 6
PS SE31 8 9 6 7
PS SE31 9 10 7 8
PS SE31 10 11 8 9
PS SE31 11 12 9 1
PS SE31 16 16 13 14
PS SE31 16 17 14 15
PS SE31 17 17 15 16
PS SE31 17 17 16 16
PS SE31 3 4 2 3
PS SE31 4 5 3 4
PS SE31 5 7 4 5
PS SE31 7 8 5 6
PS SE31 8 9 6 7
PS SE31 1 3 1 2
PS SE31 12 14 10 11
PS SE31 14 15 11 12
PS SE31 15 16 12 13
PS SE31 17 17 15 16
PS SE31 17 17 16 16
PS SE31 3 4 2 3
PS SE31 1 3 1 2
PS SE31 12 14 10 11
PS SE31 14 15 11 12
PS SE31 15 16 12 13
PS SE31 16 16 13 14
PS SE31 16 17 14 15
PS SE31 17 17 15 16
PS SE31 17 17 16 16
PS SE31 3 4 2 3
PS SE31 4 5 3 4
PS SE31 5 7 4 5
PS SE31 7 8 5 6
PS SE31 8 9 6 7
PS SE31 9 10 7 8
PS SE31 10 11 8 9
PS SE31 11 12 9 1
PS SE31 1 3 1 2
PS SE31 12 14 10 11
PS SE31 14 15 11 12
PS SE31 15 16 12 13
PS SE31 9 10 7 8
PS SE31 10 11 8 9
PS SE31 11 12 9 1
PS SE31 17 17 15 16
PS SE31 17 17 16 16
PS SE31 3 4 2 3
PS SE31 4 5 3 4
PS SE31 7 8 5 6
PS SE31 8 9 6 7
PS SE31 9 10 7 8
PS SE31 10 11 8 9
PS SE31 11 12 9 1
PS SE31 1 3 1 2
PS SE31 12 14 10 11
PS SE31 14 15 11 12
PS SE31 15 16 12 13
PS SE31 16 16 13 14
PS SE31 16 17 14 15
PS SE31 16 16 13 14
PS SE31 5 7 4 5
PS SE31 16 17 14 15
PS SE32 12 13 10 11
PS SE32 13 13 11 12
PS SE32 13 14 12 13
PS SE32 2 3 1 2
PS SE32 11 11 8 9
PS SE32 11 12 9 1
PS SE32 2 3 1 2
PS SE32 14 14 13 14
PS SE32 13 13 11 12
