vol age siteclass species area
5 12 IV kuusi 0
6 12 IV kuusi 0
7 12 IV kuusi 0
8 12 IV kuusi 0
9 12 IV kuusi 0
10 12 IV kuusi 0
11 12 IV kuusi 0
1 13 IV kuusi 0
2 13 IV kuusi 0
3 13 IV kuusi 0
4 13 IV kuusi 0
5 13 IV kuusi 0
6 13 IV kuusi 0
7 13 IV kuusi 0
8 13 IV kuusi 0
9 13 IV kuusi 0
10 13 IV kuusi 0
11 13 IV kuusi 0
1 14 IV kuusi 0
2 14 IV kuusi 0
3 14 IV kuusi 0
4 14 IV kuusi 0
5 14 IV kuusi 0
6 14 IV kuusi 0
7 14 IV kuusi 0
8 14 IV kuusi 0
9 14 IV kuusi 0
10 14 IV kuusi 0
11 14 IV kuusi 0
1 15 IV kuusi 0
2 15 IV kuusi 0
3 15 IV kuusi 0
4 15 IV kuusi 0
5 15 IV kuusi 0
6 15 IV kuusi 0
7 15 IV kuusi 328.155708714074
8 15 IV kuusi 0
9 15 IV kuusi 0
10 15 IV kuusi 0
11 15 IV kuusi 0
1 16 IV kuusi 0
2 16 IV kuusi 0
3 16 IV kuusi 0
4 16 IV kuusi 0
5 16 IV kuusi 0
6 16 IV kuusi 0
7 16 IV kuusi 305.394769913212
8 16 IV kuusi 0
9 16 IV kuusi 0
10 16 IV kuusi 356.119317375376
11 16 IV kuusi 0
1 17 IV kuusi 0
2 17 IV kuusi 0
3 17 IV kuusi 0
4 17 IV kuusi 0
5 17 IV kuusi 0
6 17 IV kuusi 0
7 17 IV kuusi 285.073074866545
8 17 IV kuusi 310.865339178761
9 17 IV kuusi 0
10 17 IV kuusi 0
11 17 IV kuusi 0
1 18 IV kuusi 0
2 18 IV kuusi 0
3 18 IV kuusi 0
4 18 IV kuusi 0
5 18 IV kuusi 381.184390726752
6 18 IV kuusi 0
7 18 IV kuusi 0
8 18 IV kuusi 0
9 18 IV kuusi 0
10 18 IV kuusi 0
11 18 IV kuusi 0
1 19 IV kuusi 0
2 19 IV kuusi 0
3 19 IV kuusi 0
4 19 IV kuusi 0
5 19 IV kuusi 0
6 19 IV kuusi 322.735082362105
7 19 IV kuusi 0
8 19 IV kuusi 334.465644814351
9 19 IV kuusi 0
10 19 IV kuusi 0
11 19 IV kuusi 0
1 20 IV kuusi 0
2 20 IV kuusi 0
3 20 IV kuusi 0
4 20 IV kuusi 0
5 20 IV kuusi 0
6 20 IV kuusi 0
7 20 IV kuusi 0
8 20 IV kuusi 355.233870859822
9 20 IV kuusi 0
10 20 IV kuusi 0
11 20 IV kuusi 0
1 21 IV kuusi 0
2 21 IV kuusi 0
3 21 IV kuusi 0
4 21 IV kuusi 0
5 21 IV kuusi 0
6 21 IV kuusi 0
7 21 IV kuusi 0
8 21 IV kuusi 0
9 21 IV kuusi 0
10 21 IV kuusi 0
11 21 IV kuusi 0
1 22 IV kuusi 0
2 22 IV kuusi 0
3 22 IV kuusi 0
4 22 IV kuusi 0
5 22 IV kuusi 0
6 22 IV kuusi 0
7 22 IV kuusi 0
8 22 IV kuusi 0
9 22 IV kuusi 0
10 22 IV kuusi 0
11 22 IV kuusi 0
1 23 IV kuusi 0
2 23 IV kuusi 0
3 23 IV kuusi 0
4 23 IV kuusi 0
5 23 IV kuusi 0
6 23 IV kuusi 0
7 23 IV kuusi 0
8 23 IV kuusi 0
9 23 IV kuusi 0
10 23 IV kuusi 0
11 23 IV kuusi 0
1 24 IV kuusi 0
2 24 IV kuusi 0
3 24 IV kuusi 0
4 24 IV kuusi 0
5 24 IV kuusi 316.120077603609
6 24 IV kuusi 0
7 24 IV kuusi 0
8 24 IV kuusi 0
9 24 IV kuusi 0
10 24 IV kuusi 0
11 24 IV kuusi 0
1 25 IV kuusi 0
2 25 IV kuusi 0
3 25 IV kuusi 0
4 25 IV kuusi 0
5 25 IV kuusi 0
6 25 IV kuusi 0
7 25 IV kuusi 367.021040595502
8 25 IV kuusi 0
9 25 IV kuusi 0
10 25 IV kuusi 0
11 25 IV kuusi 0
1 1 I lehti 130226.9900137
2 1 I lehti 2994.51144359853
3 1 I lehti 312.524784667334
4 1 I lehti 0
5 1 I lehti 0
6 1 I lehti 0
7 1 I lehti 0
8 1 I lehti 0
9 1 I lehti 0
10 1 I lehti 0
11 1 I lehti 0
1 2 I lehti 38859.4055872938
2 2 I lehti 27492.313369766
3 2 I lehti 11154.6176975926
4 2 I lehti 3544.55198514567
5 2 I lehti 1541.74239068301
6 2 I lehti 340.248384106886
7 2 I lehti 430.138011172215
8 2 I lehti 0
9 2 I lehti 0
10 2 I lehti 0
11 2 I lehti 0
1 3 I lehti 8823.16763357383
2 3 I lehti 17732.9246771743
3 3 I lehti 40138.4003179739
4 3 I lehti 29143.7983453917
5 3 I lehti 21618.4942444073
6 3 I lehti 14681.9715795873
7 3 I lehti 5134.78622068176
8 3 I lehti 281.610452780195
9 3 I lehti 0
10 3 I lehti 0
11 3 I lehti 0
1 4 I lehti 1646.91678289876
2 4 I lehti 4615.85975033211
3 4 I lehti 9723.80458037311
4 4 I lehti 14730.5166131423
5 4 I lehti 27740.6715358972
6 4 I lehti 28805.0872833869
7 4 I lehti 17075.6665177748
8 4 I lehti 5065.99049083031
9 4 I lehti 1380.15518575707
10 4 I lehti 737.12379011227
11 4 I lehti 0
1 5 I lehti 0
2 5 I lehti 1945.19378145166
3 5 I lehti 3387.69113355575
4 5 I lehti 10979.6934446217
5 5 I lehti 12384.6719229987
6 5 I lehti 15484.8144125855
7 5 I lehti 15670.1281979291
8 5 I lehti 9258.62792563637
9 5 I lehti 6869.02756015922
10 5 I lehti 637.645862681638
11 5 I lehti 315.819316727556
1 6 I lehti 743.346951580984
2 6 I lehti 617.596202983388
3 6 I lehti 2694.4818153188
4 6 I lehti 2980.01573778997
5 6 I lehti 8828.23653563192
6 6 I lehti 10900.8897443097
7 6 I lehti 16217.1502549926
8 6 I lehti 12488.809888583
9 6 I lehti 6802.0515364489
10 6 I lehti 4726.77265444282
11 6 I lehti 912.856296619864
1 7 I lehti 0
2 7 I lehti 0
3 7 I lehti 627.309737633368
4 7 I lehti 3307.98815509271
5 7 I lehti 6110.10832181144
6 7 I lehti 16066.2214414566
7 7 I lehti 14950.7078466519
8 7 I lehti 17613.8600752762
9 7 I lehti 12715.1814636185
10 7 I lehti 5295.68344967024
11 7 I lehti 5151.55702715987
1 8 I lehti 0
2 8 I lehti 360.108482857933
3 8 I lehti 859.351706008637
4 8 I lehti 1814.18153413189
5 8 I lehti 3802.47682849932
6 8 I lehti 14317.3784130184
7 8 I lehti 16190.0378863825
8 8 I lehti 16440.3318442565
9 8 I lehti 14590.1183658451
10 8 I lehti 4599.60930250073
11 8 I lehti 5355.63400404254
1 9 I lehti 0
2 9 I lehti 307.424250808105
3 9 I lehti 0
4 9 I lehti 1533.93980061908
5 9 I lehti 1909.40098871157
6 9 I lehti 3092.99672168247
7 9 I lehti 7965.3940812836
8 9 I lehti 13432.1634410393
9 9 I lehti 10934.1379563697
10 9 I lehti 7760.78325715496
11 9 I lehti 5292.89364518092
1 10 I lehti 0
2 10 I lehti 338.078020783548
3 10 I lehti 0
4 10 I lehti 371.917641754153
5 10 I lehti 993.255662506352
6 10 I lehti 2770.61533312825
7 10 I lehti 4940.75636430182
8 10 I lehti 9785.27235348345
9 10 I lehti 6111.37203080679
10 10 I lehti 5511.19640830194
11 10 I lehti 4728.05941367613
1 11 I lehti 0
2 11 I lehti 0
3 11 I lehti 0
4 11 I lehti 231.914100108045
5 11 I lehti 1007.43074878349
6 11 I lehti 2347.95795371225
7 11 I lehti 5290.17881515909
8 11 I lehti 10243.6556070117
9 11 I lehti 5458.92533286093
10 11 I lehti 10022.6676295494
11 11 I lehti 7145.27339235258
1 12 I lehti 0
2 12 I lehti 0
3 12 I lehti 0
4 12 I lehti 0
5 12 I lehti 0
6 12 I lehti 1031.14061439214
7 12 I lehti 2597.22135765605
8 12 I lehti 4976.75104612588
9 12 I lehti 9955.55921180771
10 12 I lehti 4124.10535848986
11 12 I lehti 3199.10213882546
1 13 I lehti 0
2 13 I lehti 654.727780829508
3 13 I lehti 0
4 13 I lehti 349.192786110192
5 13 I lehti 1001.39571366007
6 13 I lehti 1425.82623651831
7 13 I lehti 727.492818784878
8 13 I lehti 4451.37385308386
9 13 I lehti 2209.01170090188
10 13 I lehti 4134.89035078908
11 13 I lehti 1790.4642241139
1 14 I lehti 0
2 14 I lehti 0
3 14 I lehti 0
4 14 I lehti 0
5 14 I lehti 552.775109329176
6 14 I lehti 854.26956441543
7 14 I lehti 1295.10136380462
8 14 I lehti 4048.81222643604
9 14 I lehti 3395.12078621199
10 14 I lehti 3073.728981153
11 14 I lehti 4027.11907454336
1 15 I lehti 310.615440968098
2 15 I lehti 0
3 15 I lehti 0
4 15 I lehti 377.766884433252
5 15 I lehti 346.370212138478
6 15 I lehti 0
7 15 I lehti 1192.9075678793
8 15 I lehti 1049.32939810907
9 15 I lehti 1402.52187943868
10 15 I lehti 3798.79063546122
11 15 I lehti 4146.22749458481
1 16 I lehti 0
2 16 I lehti 0
3 16 I lehti 0
4 16 I lehti 0
5 16 I lehti 340.884141655117
6 16 I lehti 1722.34621198392
7 16 I lehti 287.368382204326
8 16 I lehti 1245.67624667508
9 16 I lehti 711.453735347114
10 16 I lehti 938.842536996967
11 16 I lehti 2153.82749284996
1 17 I lehti 0
2 17 I lehti 0
3 17 I lehti 0
4 17 I lehti 0
5 17 I lehti 324.613271002895
6 17 I lehti 0
7 17 I lehti 276.821772337554
8 17 I lehti 647.678237093687
9 17 I lehti 534.941220909692
10 17 I lehti 2832.64087925748
11 17 I lehti 1624.87757956137
1 18 I lehti 0
2 18 I lehti 0
3 18 I lehti 0
4 18 I lehti 0
5 18 I lehti 332.84871120073
6 18 I lehti 0
7 18 I lehti 1092.33332234133
8 18 I lehti 284.320873420947
9 18 I lehti 603.643531006207
10 18 I lehti 371.152215030834
11 18 I lehti 1861.97808121045
1 19 I lehti 0
2 19 I lehti 0
3 19 I lehti 0
4 19 I lehti 0
5 19 I lehti 0
6 19 I lehti 0
7 19 I lehti 0
8 19 I lehti 0
9 19 I lehti 939.472841235078
10 19 I lehti 1614.86770290799
11 19 I lehti 588.860537046482
1 20 I lehti 0
2 20 I lehti 0
3 20 I lehti 0
4 20 I lehti 0
5 20 I lehti 0
6 20 I lehti 0
7 20 I lehti 0
8 20 I lehti 0
9 20 I lehti 343.677852289423
10 20 I lehti 0
11 20 I lehti 2017.55871695785
1 21 I lehti 0
2 21 I lehti 0
3 21 I lehti 383.968874079806
4 21 I lehti 0
5 21 I lehti 0
6 21 I lehti 0
7 21 I lehti 0
8 21 I lehti 0
9 21 I lehti 0
10 21 I lehti 0
11 21 I lehti 701.035238732084
1 22 I lehti 0
2 22 I lehti 0
3 22 I lehti 0
4 22 I lehti 0
5 22 I lehti 0
6 22 I lehti 0
7 22 I lehti 0
8 22 I lehti 340.405257662505
9 22 I lehti 320.145231396254
10 22 I lehti 326.587055285211
11 22 I lehti 0
1 23 I lehti 0
2 23 I lehti 0
3 23 I lehti 0
4 23 I lehti 0
5 23 I lehti 0
6 23 I lehti 0
7 23 I lehti 0
8 23 I lehti 0
9 23 I lehti 0
10 23 I lehti 0
11 23 I lehti 347.425069434735
1 24 I lehti 0
2 24 I lehti 0
3 24 I lehti 0
4 24 I lehti 0
5 24 I lehti 0
6 24 I lehti 0
7 24 I lehti 0
8 24 I lehti 0
9 24 I lehti 0
10 24 I lehti 285.810490137614
11 24 I lehti 0
1 25 I lehti 0
2 25 I lehti 0
3 25 I lehti 321.721608236109
4 25 I lehti 0
5 25 I lehti 0
6 25 I lehti 0
7 25 I lehti 0
8 25 I lehti 0
9 25 I lehti 534.90595602936
10 25 I lehti 0
11 25 I lehti 0
1 1 II lehti 14247.0622524747
2 1 II lehti 328.69286700475
3 1 II lehti 0
4 1 II lehti 0
5 1 II lehti 0
6 1 II lehti 0
7 1 II lehti 0
8 1 II lehti 0
9 1 II lehti 0
10 1 II lehti 0
11 1 II lehti 0
1 2 II lehti 4631.28900000783
2 2 II lehti 1280.78152807353
3 2 II lehti 711.781379902682
4 2 II lehti 0
5 2 II lehti 0
6 2 II lehti 0
7 2 II lehti 0
8 2 II lehti 0
9 2 II lehti 0
10 2 II lehti 0
11 2 II lehti 0
1 3 II lehti 2007.12425901761
2 3 II lehti 2600.45805669621
3 3 II lehti 2735.57080691909
4 3 II lehti 1068.70210243778
5 3 II lehti 0
6 3 II lehti 412.743865846688
7 3 II lehti 0
8 3 II lehti 0
9 3 II lehti 0
10 3 II lehti 0
11 3 II lehti 0
1 4 II lehti 309.328141415242
2 4 II lehti 0
3 4 II lehti 1868.42856717094
4 4 II lehti 3766.43995052204
5 4 II lehti 1414.87800960001
6 4 II lehti 929.907939135354
7 4 II lehti 0
8 4 II lehti 0
9 4 II lehti 349.860704133518
10 4 II lehti 0
11 4 II lehti 0
1 5 II lehti 339.087671534597
2 5 II lehti 993.314365834823
3 5 II lehti 1114.48685613409
4 5 II lehti 1736.13986928803
5 5 II lehti 3150.2973863237
6 5 II lehti 1282.14284947126
7 5 II lehti 326.903520440683
8 5 II lehti 269.319860285315
9 5 II lehti 0
10 5 II lehti 0
11 5 II lehti 0
1 6 II lehti 0
2 6 II lehti 280.972240523764
3 6 II lehti 1065.25836980651
4 6 II lehti 298.105771346528
5 6 II lehti 2890.44735137812
6 6 II lehti 3545.55189335448
7 6 II lehti 1498.24970608259
8 6 II lehti 696.823767651401
9 6 II lehti 608.80778779037
10 6 II lehti 0
11 6 II lehti 0
1 7 II lehti 0
2 7 II lehti 320.473422072936
3 7 II lehti 0
4 7 II lehti 678.713560799592
5 7 II lehti 2153.19579179761
6 7 II lehti 2232.31712726487
7 7 II lehti 3090.03377696274
8 7 II lehti 2531.43791104963
9 7 II lehti 283.206192978905
10 7 II lehti 0
11 7 II lehti 0
1 8 II lehti 0
2 8 II lehti 0
3 8 II lehti 378.878816443281
4 8 II lehti 1328.05770456199
5 8 II lehti 2443.4771066849
6 8 II lehti 2777.00274607848
7 8 II lehti 3498.91641955477
8 8 II lehti 1016.01509287628
9 8 II lehti 1248.2824012116
10 8 II lehti 0
11 8 II lehti 334.160259684422
1 9 II lehti 0
2 9 II lehti 0
3 9 II lehti 0
4 9 II lehti 350.117164486189
5 9 II lehti 308.868641699943
6 9 II lehti 3264.01262456603
7 9 II lehti 2838.55645370558
8 9 II lehti 2016.25031920453
9 9 II lehti 883.511680985631
10 9 II lehti 317.170276250869
11 9 II lehti 0
1 10 II lehti 0
2 10 II lehti 0
3 10 II lehti 0
4 10 II lehti 335.214819575661
5 10 II lehti 675.748758050011
6 10 II lehti 1358.59570920842
7 10 II lehti 2742.72345477452
8 10 II lehti 1604.3603957036
9 10 II lehti 492.694343299876
10 10 II lehti 0
11 10 II lehti 0
1 11 II lehti 0
2 11 II lehti 0
3 11 II lehti 344.234400323699
4 11 II lehti 0
5 11 II lehti 0
6 11 II lehti 852.267336120135
7 11 II lehti 1445.69155922382
8 11 II lehti 598.109355281979
9 11 II lehti 1482.79488272799
10 11 II lehti 301.730918815729
11 11 II lehti 0
1 12 II lehti 0
2 12 II lehti 315.329855923183
3 12 II lehti 285.85565227374
4 12 II lehti 367.585890137406
5 12 II lehti 324.263738337885
6 12 II lehti 370.826078521367
7 12 II lehti 1075.88202261301
8 12 II lehti 594.518978660519
9 12 II lehti 329.758051151577
10 12 II lehti 293.718606676799
11 12 II lehti 398.332520071144
1 13 II lehti 0
2 13 II lehti 0
3 13 II lehti 0
4 13 II lehti 0
5 13 II lehti 0
6 13 II lehti 977.203195688184
7 13 II lehti 1017.56309409284
8 13 II lehti 2357.81699019192
9 13 II lehti 349.933369087971
10 13 II lehti 0
11 13 II lehti 0
1 14 II lehti 0
2 14 II lehti 0
3 14 II lehti 0
4 14 II lehti 0
5 14 II lehti 631.000634108267
6 14 II lehti 504.465256123592
7 14 II lehti 0
8 14 II lehti 409.076813055912
9 14 II lehti 718.748939440739
10 14 II lehti 334.34550118297
11 14 II lehti 0
1 15 II lehti 0
2 15 II lehti 0
3 15 II lehti 0
4 15 II lehti 0
5 15 II lehti 0
6 15 II lehti 535.768002145586
7 15 II lehti 0
8 15 II lehti 342.005283606475
9 15 II lehti 626.358802464666
10 15 II lehti 1404.26810694249
11 15 II lehti 0
1 16 II lehti 0
2 16 II lehti 0
3 16 II lehti 0
4 16 II lehti 0
5 16 II lehti 0
6 16 II lehti 0
7 16 II lehti 587.581969523006
8 16 II lehti 353.23155353028
9 16 II lehti 308.592122792469
10 16 II lehti 0
11 16 II lehti 337.234160106102
1 17 II lehti 0
2 17 II lehti 0
3 17 II lehti 281.022540885848
4 17 II lehti 0
5 17 II lehti 0
6 17 II lehti 375.134846348888
7 17 II lehti 349.48161179562
8 17 II lehti 0
9 17 II lehti 0
10 17 II lehti 0
11 17 II lehti 321.905114103879
1 18 II lehti 0
2 18 II lehti 0
3 18 II lehti 0
4 18 II lehti 0
5 18 II lehti 378.45032002105
6 18 II lehti 0
7 18 II lehti 0
8 18 II lehti 0
9 18 II lehti 0
10 18 II lehti 0
11 18 II lehti 299.463812853928
1 19 II lehti 0
2 19 II lehti 0
3 19 II lehti 0
4 19 II lehti 0
5 19 II lehti 0
6 19 II lehti 364.734631491418
7 19 II lehti 247.860560386098
8 19 II lehti 259.434881352385
9 19 II lehti 343.47103993308
10 19 II lehti 380.111549912668
11 19 II lehti 0
1 20 II lehti 0
2 20 II lehti 0
3 20 II lehti 0
4 20 II lehti 0
5 20 II lehti 0
6 20 II lehti 0
7 20 II lehti 0
8 20 II lehti 732.04717824993
9 20 II lehti 0
10 20 II lehti 365.483106016023
11 20 II lehti 0
1 21 II lehti 0
2 21 II lehti 0
3 21 II lehti 0
4 21 II lehti 0
5 21 II lehti 0
6 21 II lehti 0
7 21 II lehti 0
8 21 II lehti 0
9 21 II lehti 0
10 21 II lehti 0
11 21 II lehti 0
1 22 II lehti 0
2 22 II lehti 0
3 22 II lehti 0
4 22 II lehti 0
5 22 II lehti 0
6 22 II lehti 0
7 22 II lehti 0
8 22 II lehti 0
9 22 II lehti 0
10 22 II lehti 0
11 22 II lehti 0
1 23 II lehti 0
2 23 II lehti 0
3 23 II lehti 0
4 23 II lehti 0
5 23 II lehti 0
6 23 II lehti 0
7 23 II lehti 0
8 23 II lehti 0
9 23 II lehti 0
10 23 II lehti 0
11 23 II lehti 0
1 24 II lehti 0
2 24 II lehti 0
3 24 II lehti 0
4 24 II lehti 0
5 24 II lehti 0
6 24 II lehti 0
7 24 II lehti 0
8 24 II lehti 0
9 24 II lehti 0
10 24 II lehti 0
11 24 II lehti 0
1 25 II lehti 0
2 25 II lehti 0
3 25 II lehti 0
4 25 II lehti 0
5 25 II lehti 0
6 25 II lehti 0
7 25 II lehti 0
8 25 II lehti 0
9 25 II lehti 0
10 25 II lehti 0
11 25 II lehti 0
1 1 III lehti 3283.7041679864
2 1 III lehti 0
3 1 III lehti 0
4 1 III lehti 0
5 1 III lehti 0
6 1 III lehti 0
7 1 III lehti 0
8 1 III lehti 0
9 1 III lehti 0
10 1 III lehti 0
11 1 III lehti 0
1 2 III lehti 2097.75814215372
2 2 III lehti 1830.25642362459
3 2 III lehti 0
4 2 III lehti 0
5 2 III lehti 0
6 2 III lehti 0
7 2 III lehti 0
8 2 III lehti 0
9 2 III lehti 0
10 2 III lehti 0
11 2 III lehti 0
1 3 III lehti 674.031220480625
2 3 III lehti 685.761283124658
3 3 III lehti 584.153488148967
4 3 III lehti 606.93266558622
5 3 III lehti 0
6 3 III lehti 0
7 3 III lehti 0
8 3 III lehti 0
9 3 III lehti 0
10 3 III lehti 0
11 3 III lehti 0
1 4 III lehti 0
2 4 III lehti 0
3 4 III lehti 784.392398461359
4 4 III lehti 688.473494529313
5 4 III lehti 921.047337663943
6 4 III lehti 0
7 4 III lehti 0
8 4 III lehti 0
9 4 III lehti 0
10 4 III lehti 0
11 4 III lehti 0
1 5 III lehti 0
2 5 III lehti 0
3 5 III lehti 1186.89032801243
4 5 III lehti 1436.78831945441
5 5 III lehti 632.765634329597
6 5 III lehti 764.449505501961
7 5 III lehti 0
8 5 III lehti 0
9 5 III lehti 0
10 5 III lehti 0
11 5 III lehti 0
1 6 III lehti 0
2 6 III lehti 376.673000926745
3 6 III lehti 344.629038787524
4 6 III lehti 379.120155911008
5 6 III lehti 1102.54683382078
6 6 III lehti 0
7 6 III lehti 292.611998142597
8 6 III lehti 355.030885851815
9 6 III lehti 0
10 6 III lehti 0
11 6 III lehti 0
1 7 III lehti 0
2 7 III lehti 0
3 7 III lehti 308.666233579405
4 7 III lehti 1083.30011155104
5 7 III lehti 1359.56196134207
6 7 III lehti 1361.92293112779
7 7 III lehti 930.477821118004
8 7 III lehti 277.904437021595
9 7 III lehti 0
10 7 III lehti 0
11 7 III lehti 0
1 8 III lehti 0
2 8 III lehti 0
3 8 III lehti 358.485662109653
4 8 III lehti 1716.35985097356
5 8 III lehti 1732.42134239948
6 8 III lehti 1477.29674026046
7 8 III lehti 1982.37701167749
8 8 III lehti 1073.69564301428
9 8 III lehti 0
10 8 III lehti 0
11 8 III lehti 0
1 9 III lehti 0
2 9 III lehti 0
3 9 III lehti 357.074748814267
4 9 III lehti 312.209564610013
5 9 III lehti 974.164162294284
6 9 III lehti 618.068818693288
7 9 III lehti 1322.98413786046
8 9 III lehti 358.425601809666
9 9 III lehti 771.437008492516
10 9 III lehti 0
11 9 III lehti 0
1 10 III lehti 0
2 10 III lehti 0
3 10 III lehti 0
4 10 III lehti 0
5 10 III lehti 367.150237781375
6 10 III lehti 624.590355784754
7 10 III lehti 317.767331974131
8 10 III lehti 0
9 10 III lehti 264.251749248301
10 10 III lehti 364.217652755086
11 10 III lehti 0
1 11 III lehti 0
2 11 III lehti 0
3 11 III lehti 360.398450207012
4 11 III lehti 0
5 11 III lehti 1007.50507259446
6 11 III lehti 0
7 11 III lehti 378.090033538781
8 11 III lehti 343.339024504212
9 11 III lehti 0
10 11 III lehti 488.687612819442
11 11 III lehti 0
1 12 III lehti 0
2 12 III lehti 0
3 12 III lehti 0
4 12 III lehti 337.458094475096
5 12 III lehti 0
6 12 III lehti 0
7 12 III lehti 298.282275954967
8 12 III lehti 0
9 12 III lehti 421.710488369851
10 12 III lehti 0
11 12 III lehti 0
1 13 III lehti 0
2 13 III lehti 0
3 13 III lehti 0
4 13 III lehti 0
5 13 III lehti 336.030758908207
6 13 III lehti 332.665589755807
7 13 III lehti 0
8 13 III lehti 304.617223292074
9 13 III lehti 0
10 13 III lehti 0
11 13 III lehti 0
1 14 III lehti 0
2 14 III lehti 0
3 14 III lehti 0
4 14 III lehti 419.569073605764
5 14 III lehti 0
6 14 III lehti 270.319672081462
7 14 III lehti 0
8 14 III lehti 410.25294554412
9 14 III lehti 365.354368364557
10 14 III lehti 269.188525285591
11 14 III lehti 0
1 15 III lehti 0
2 15 III lehti 0
3 15 III lehti 391.889800908342
4 15 III lehti 0
5 15 III lehti 365.675882252757
6 15 III lehti 0
7 15 III lehti 306.886534325181
8 15 III lehti 373.053487140273
9 15 III lehti 340.719601890675
10 15 III lehti 0
11 15 III lehti 296.425648800836
1 16 III lehti 0
2 16 III lehti 0
3 16 III lehti 0
4 16 III lehti 0
5 16 III lehti 0
6 16 III lehti 292.804066518478
7 16 III lehti 0
8 16 III lehti 246.527181145615
9 16 III lehti 0
10 16 III lehti 0
11 16 III lehti 0
1 17 III lehti 0
2 17 III lehti 0
3 17 III lehti 0
4 17 III lehti 0
5 17 III lehti 0
6 17 III lehti 256.527055984344
7 17 III lehti 293.391751918324
8 17 III lehti 0
9 17 III lehti 0
10 17 III lehti 0
11 17 III lehti 0
1 18 III lehti 0
2 18 III lehti 0
3 18 III lehti 0
4 18 III lehti 0
5 18 III lehti 0
6 18 III lehti 0
7 18 III lehti 367.91137975236
8 18 III lehti 0
9 18 III lehti 0
10 18 III lehti 0
11 18 III lehti 0
1 19 III lehti 0
2 19 III lehti 0
3 19 III lehti 0
4 19 III lehti 0
5 19 III lehti 0
6 19 III lehti 0
7 19 III lehti 0
8 19 III lehti 0
9 19 III lehti 0
10 19 III lehti 0
11 19 III lehti 0
1 20 III lehti 0
2 20 III lehti 0
3 20 III lehti 0
4 20 III lehti 0
5 20 III lehti 0
6 20 III lehti 0
7 20 III lehti 0
8 20 III lehti 0
9 20 III lehti 698.985699411624
10 20 III lehti 0
11 20 III lehti 0
1 21 III lehti 0
2 21 III lehti 0
3 21 III lehti 0
4 21 III lehti 0
5 21 III lehti 0
6 21 III lehti 0
7 21 III lehti 0
8 21 III lehti 0
9 21 III lehti 0
10 21 III lehti 0
11 21 III lehti 326.885288738514
1 22 III lehti 0
2 22 III lehti 0
3 22 III lehti 0
4 22 III lehti 0
5 22 III lehti 0
6 22 III lehti 0
7 22 III lehti 0
8 22 III lehti 0
9 22 III lehti 0
10 22 III lehti 0
11 22 III lehti 0
1 23 III lehti 0
2 23 III lehti 0
3 23 III lehti 0
4 23 III lehti 0
5 23 III lehti 0
6 23 III lehti 0
7 23 III lehti 0
8 23 III lehti 0
9 23 III lehti 0
10 23 III lehti 0
11 23 III lehti 0
1 24 III lehti 0
2 24 III lehti 0
3 24 III lehti 0
4 24 III lehti 0
5 24 III lehti 0
6 24 III lehti 0
7 24 III lehti 0
8 24 III lehti 0
9 24 III lehti 0
10 24 III lehti 0
11 24 III lehti 0
1 25 III lehti 0
2 25 III lehti 0
3 25 III lehti 0
4 25 III lehti 0
5 25 III lehti 0
6 25 III lehti 0
7 25 III lehti 0
8 25 III lehti 0
9 25 III lehti 0
10 25 III lehti 0
11 25 III lehti 0
1 1 IV lehti 891.931245081972
2 1 IV lehti 0
3 1 IV lehti 0
4 1 IV lehti 0
5 1 IV lehti 0
6 1 IV lehti 0
7 1 IV lehti 0
8 1 IV lehti 0
9 1 IV lehti 0
10 1 IV lehti 0
11 1 IV lehti 0
1 2 IV lehti 1130.90446343875
2 2 IV lehti 0
3 2 IV lehti 0
4 2 IV lehti 0
5 2 IV lehti 0
6 2 IV lehti 0
7 2 IV lehti 0
8 2 IV lehti 0
9 2 IV lehti 0
10 2 IV lehti 0
11 2 IV lehti 0
1 3 IV lehti 351.455920177257
2 3 IV lehti 340.368874755835
3 3 IV lehti 0
4 3 IV lehti 0
5 3 IV lehti 0
6 3 IV lehti 0
7 3 IV lehti 0
8 3 IV lehti 0
9 3 IV lehti 0
10 3 IV lehti 0
11 3 IV lehti 0
1 4 IV lehti 0
2 4 IV lehti 0
3 4 IV lehti 293.102947828516
4 4 IV lehti 0
5 4 IV lehti 0
6 4 IV lehti 0
7 4 IV lehti 0
8 4 IV lehti 0
9 4 IV lehti 0
10 4 IV lehti 0
11 4 IV lehti 0
1 5 IV lehti 0
2 5 IV lehti 679.575838638276
3 5 IV lehti 0
4 5 IV lehti 359.153742918256
5 5 IV lehti 0
6 5 IV lehti 369.829844379994
7 5 IV lehti 0
8 5 IV lehti 0
9 5 IV lehti 0
10 5 IV lehti 0
11 5 IV lehti 0
1 6 IV lehti 0
2 6 IV lehti 280.199789487497
3 6 IV lehti 428.741775029522
4 6 IV lehti 325.740663450596
5 6 IV lehti 322.426611550732
6 6 IV lehti 0
7 6 IV lehti 0
8 6 IV lehti 0
9 6 IV lehti 0
10 6 IV lehti 0
11 6 IV lehti 0
1 7 IV lehti 363.088053605688
2 7 IV lehti 0
3 7 IV lehti 331.460847359978
4 7 IV lehti 0
5 7 IV lehti 373.935320230445
6 7 IV lehti 627.426513599464
7 7 IV lehti 0
8 7 IV lehti 0
9 7 IV lehti 0
10 7 IV lehti 0
11 7 IV lehti 0
1 8 IV lehti 325.683358688337
2 8 IV lehti 0
3 8 IV lehti 577.465702217816
4 8 IV lehti 370.035571301043
